476.750	0.430
477.000	0.431
477.250	0.432
477.500	0.429
477.750	0.430
478.000	0.432
478.250	0.440
478.500	0.434
478.750	0.429
479.000	0.435
479.250	0.434
479.500	0.440
479.750	0.444
480.000	0.442
480.250	0.436
480.500	0.443
480.750	0.433
481.000	0.440
481.250	0.436
481.500	0.449
481.750	0.439
482.000	0.436
482.250	0.434
482.500	0.437
482.750	0.435
483.000	0.443
483.250	0.428
483.500	0.436
483.750	0.440
484.000	0.436
484.250	0.437
484.500	0.441
484.750	0.433
485.000	0.430
485.250	0.440
485.500	0.431
485.750	0.437
486.000	0.430
486.250	0.428
486.500	0.430
486.750	0.429
487.000	0.426
487.250	0.424
487.500	0.425
487.750	0.426
488.000	0.425
488.250	0.424
488.500	0.422
488.750	0.412
489.000	0.416
489.250	0.410
489.500	0.418
489.750	0.415
490.000	0.414
490.250	0.409
490.500	0.412
490.750	0.410
491.000	0.412
491.250	0.409
491.500	0.412
491.750	0.409
492.000	0.405
492.250	0.403
492.500	0.399
492.750	0.404
493.000	0.400
493.250	0.400
493.500	0.393
493.750	0.399
494.000	0.397
494.250	0.394
494.500	0.395
494.750	0.394
495.000	0.392
495.250	0.386
495.500	0.390
495.750	0.387
496.000	0.385
496.250	0.385
496.500	0.389
496.750	0.390
497.000	0.386
497.250	0.385
497.500	0.381
497.750	0.375
498.000	0.376
498.250	0.377
498.500	0.374
498.750	0.374
499.000	0.373
499.250	0.376
499.500	0.373
499.750	0.367
500.000	0.367
500.250	0.366
500.500	0.367
500.750	0.364
501.000	0.365
501.250	0.356
501.500	0.360
501.750	0.358
502.000	0.354
502.250	0.357
502.500	0.349
502.750	0.353
503.000	0.349
503.250	0.345
503.500	0.347
503.750	0.341
504.000	0.343
504.250	0.339
504.500	0.341
504.750	0.336
505.000	0.335
505.250	0.334
505.500	0.332
505.750	0.327
506.000	0.325
506.250	0.324
506.500	0.323
506.750	0.319
507.000	0.316
507.250	0.318
507.500	0.315
507.750	0.311
508.000	0.311
508.250	0.306
508.500	0.307
508.750	0.301
509.000	0.300
509.250	0.300
509.500	0.300
509.750	0.296
510.000	0.293
510.250	0.291
510.500	0.291
510.750	0.289
511.000	0.286
511.250	0.283
511.500	0.282
511.750	0.280
512.000	0.285
512.250	0.276
512.500	0.274
512.750	0.272
513.000	0.270
513.250	0.270
513.500	0.271
513.750	0.265
514.000	0.259
514.250	0.258
514.500	0.257
514.750	0.256
515.000	0.250
515.250	0.248
515.500	0.249
515.750	0.250
516.000	0.244
516.250	0.239
516.500	0.241
516.750	0.234
517.000	0.236
517.250	0.232
517.500	0.230
517.750	0.225
518.000	0.231
518.250	0.225
518.500	0.217
518.750	0.220
519.000	0.216
519.250	0.212
519.500	0.212
519.750	0.205
520.000	0.210
520.250	0.204
520.500	0.207
520.750	0.200
521.000	0.200
521.250	0.197
521.500	0.195
521.750	0.194
522.000	0.191
522.250	0.189
522.500	0.187
522.750	0.184
523.000	0.184
523.250	0.180
523.500	0.177
523.750	0.175
524.000	0.174
524.250	0.170
524.500	0.172
524.750	0.167
525.000	0.165
525.250	0.163
525.500	0.160
525.750	0.163
526.000	0.159
526.250	0.157
526.500	0.155
526.750	0.150
527.000	0.149
527.250	0.149
527.500	0.149
527.750	0.147
528.000	0.146
528.250	0.144
528.500	0.140
528.750	0.143
529.000	0.137
529.250	0.138
529.500	0.135
529.750	0.135
530.000	0.132
530.250	0.132
530.500	0.131
530.750	0.129
531.000	0.125
531.250	0.123
531.500	0.121
531.750	0.120
532.000	0.116
532.250	0.119
532.500	0.114
532.750	0.114
533.000	0.113
533.250	0.109
533.500	0.110
533.750	0.111
534.000	0.106
534.250	0.103
534.500	0.105
534.750	0.105
535.000	0.104
535.250	0.100
535.500	0.101
535.750	0.099
536.000	0.099
536.250	0.095
536.500	0.092
536.750	0.096
537.000	0.092
537.250	0.093
537.500	0.087
537.750	0.091
538.000	0.090
538.250	0.085
538.500	0.084
538.750	0.085
539.000	0.084
539.250	0.081
539.500	0.081
539.750	0.081
540.000	0.081
540.250	0.081
540.500	0.081
540.750	0.082
541.000	0.078
541.250	0.075
541.500	0.075
541.750	0.074
542.000	0.072
542.250	0.074
542.500	0.072
542.750	0.070
543.000	0.070
543.250	0.067
543.500	0.066
543.750	0.065
544.000	0.067
544.250	0.065
544.500	0.060
544.750	0.063
545.000	0.062
545.250	0.060
545.500	0.059
545.750	0.060
546.000	0.060
546.250	0.058
546.500	0.059
546.750	0.057
547.000	0.055
547.250	0.055
547.500	0.051
547.750	0.050
548.000	0.052
548.250	0.051
548.500	0.052
548.750	0.050
549.000	0.051
549.250	0.047
549.500	0.046
549.750	0.046
550.000	0.047
550.250	0.045
550.500	0.044
550.750	0.045
551.000	0.043
551.250	0.044
551.500	0.042
551.750	0.041
552.000	0.041
552.250	0.040
552.500	0.039
552.750	0.039
553.000	0.039
553.250	0.038
553.500	0.040
553.750	0.038
554.000	0.038
554.250	0.036
554.500	0.038
554.750	0.034
555.000	0.036
555.250	0.035
555.500	0.035
555.750	0.034
556.000	0.032
556.250	0.033
556.500	0.033
556.750	0.033
557.000	0.031
557.250	0.031
557.500	0.029
557.750	0.030
558.000	0.029
558.250	0.029
558.500	0.027
558.750	0.029
559.000	0.029
559.250	0.025
559.500	0.029
559.750	0.025
560.000	0.026
560.250	0.025
560.500	0.026
560.750	0.025
561.000	0.026
561.250	0.026
561.500	0.026
561.750	0.023
562.000	0.026
562.250	0.024
562.500	0.024
562.750	0.024
563.000	0.024
563.250	0.026
563.500	0.025
563.750	0.025
564.000	0.023
564.250	0.024
564.500	0.025
564.750	0.024
565.000	0.023
565.250	0.022
565.500	0.023
565.750	0.025
566.000	0.027
566.250	0.024
566.500	0.025
566.750	0.025
567.000	0.024
567.250	0.022
567.500	0.024
567.750	0.024
568.000	0.025
568.250	0.020
568.500	0.020
568.750	0.025
569.000	0.020
569.250	0.022
569.500	0.023
569.750	0.021
570.000	0.021
570.250	0.019
570.500	0.020
570.750	0.021
571.000	0.020
571.250	0.020
571.500	0.019
571.750	0.018
572.000	0.021
572.250	0.018
572.500	0.017
572.750	0.017
573.000	0.017
573.250	0.020
573.500	0.018
573.750	0.015
574.000	0.017
574.250	0.019
574.500	0.018
574.750	0.016
575.000	0.015
575.250	0.018
575.500	0.015
575.750	0.015
576.000	0.015
576.250	0.016
576.500	0.015
576.750	0.018
577.000	0.015
577.250	0.017
577.500	0.014
577.750	0.016
578.000	0.015
578.250	0.013
578.500	0.015
578.750	0.016
579.000	0.014
579.250	0.012
579.500	0.015
579.750	0.015
580.000	0.014
580.250	0.012
580.500	0.011
580.750	0.014
581.000	0.013
581.250	0.013
581.500	0.012
581.750	0.014
582.000	0.016
582.250	0.013
582.500	0.013
582.750	0.012
583.000	0.013
583.250	0.012
583.500	0.013
583.750	0.013
584.000	0.012
584.250	0.013
584.500	0.012
584.750	0.013
585.000	0.014
585.250	0.013
585.500	0.014
585.750	0.012
586.000	0.014
586.250	0.012
586.500	0.013
586.750	0.013
587.000	0.013
587.250	0.012
587.500	0.012
587.750	0.012
588.000	0.012
